code,iso,country,region,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.4.4,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.4,B.2.4.5,B.2.4.6,B.2.4.8,B.2.4.9,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.3,B.3.5.4,B.3.5.5,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
100,BGR,Bulgaria,Europe and Central Asia,99.15,93.93,95.61,74.8,96.09,78.44,99.6,100,47.54,0,22.98,84.43,4.09,68.37,79.94,85.99,97.34,77.69,60.1,2.04,49.01,84.1,9.52,53.61,40.02,90.66,94.58,91.37,83.05,61.54,41.86,18.39,7.35,13.77,16.23,36.74,2.24,16.6,84.31,80.09,50.16,16.58,29.8,99.55,41,51.8,38.9,95.78,3.12,98.22,3.35,91.67,38.2,100,100,13.9,52.83,43.1,37,83.6,44.8,90.87,84.33,35.97,65.82,48.81,34.38,92.62,58.14,32.28,9.51,52.19,65.41,34.89,56.66,33.08,62.81,51.94,28.68,49.31
104,MMR,Myanmar,East Asia and Pacific,70.1,39.23,57.04,82.52,37.12,86.8,99.36,56.32,94.37,80.13,77.25,60.94,29.21,94.75,48.83,62.47,93.42,31.54,50.34,11.97,7.54,70.18,75.17,83.91,74.97,87.06,88.57,94.37,64.4,35.97,60.56,47.52,3.1,92.1,97.22,74.02,87.38,97.02,64,19.24,45.8,84.53,70.6,91.98,23.4,55.1,41.2,79.49,0.38,65.73,21.42,96.82,12.3,51.8,49.6,0,4.82,51.57,16.7,67.9,54.8,62.22,74.8,68.46,51.18,35.01,78.02,87.82,52.92,36.79,49.75,56.84,58.23,29.18,30.76,27.88,61.48,60.41,27.33,50.91
108,BDI,Burundi,Sub-Saharan Arica,34.02,43.24,45.06,64.08,79.24,80.2,19.19,68.21,98.96,98.1,91.14,93.46,85.33,81.85,6.58,8.75,83.43,5.21,13.27,76.01,33.29,88.07,95.99,94.38,100,80.82,84.7,54.21,57.33,12.24,50.4,39.72,0.65,59.62,30.19,98.34,6.12,6.07,59.87,0,38.62,54.78,100,97.23,32.7,66.5,39.2,100,0.31,29.17,1.02,98.51,7.4,45.2,46.2,0,0,52.4,25.3,90.7,48.5,46.6,69.16,89.97,24.69,52.66,96.79,82.76,37.18,25.75,22.26,50.66,67.13,10.17,28.19,32.9,62.52,45.83,24.11,45.99
112,BLR,Belarus,Europe and Central Asia,100,99.94,99.17,93.09,94.52,85.15,98.65,100,61.33,5.03,39.59,100,79.11,24.07,84.42,6.13,94.52,74.42,79.61,3.36,43.99,96.02,2.37,52.61,29.47,78.08,91.64,68.15,74.1,38.68,59.81,32.71,55.7,4.59,0.2,23.69,19.11,13.9,84.78,99.29,57.78,0,19,100,24.1,68.8,54.9,100,0.47,93.5,4.04,89.73,70.6,100,60.8,7.2,41.47,51.37,27.5,91.3,55.1,98.05,87.93,49.56,46.27,55.74,28.15,84.86,47.42,46.72,6.83,52.17,69.56,32.67,52.83,34.78,64.91,48.63,29,49.25
116,KHM,Cambodia,East Asia and Pacific,80.99,61.86,75.41,65.96,43.98,87.62,96.72,68.64,95.65,87.75,84.66,80.74,77.62,87.22,51.09,88.02,93.04,42.86,48.39,28.33,16.35,86.08,73.57,83.91,86.7,94.55,85.77,90.17,85.31,18.36,22.72,10.53,1.5,15.65,92.16,85.64,80.11,38.13,76.31,20.15,52.99,41.13,73.8,94.01,13.8,51,80.8,100,0.2,45.42,8.56,97.82,11.2,41.4,49.4,0,2.89,50.23,31,26.4,49.1,71.05,78.52,83.6,58.04,44.79,81.39,90.16,58.49,13.28,34.63,52.87,67.92,18.06,28.96,21.3,69.51,54.5,26.16,52
12,DZA,Algeria,Middle East and North Africa,86.8,56.7,78.76,95.5,88.26,80.2,100,99.98,97.11,81.21,85.83,91.05,89.58,96.33,47.32,82.21,91.82,16.89,83.51,0,44.6,72.83,31.4,49.27,26.39,91.89,74.85,94.67,94.63,18.36,12.23,46.98,0.79,76.3,91.96,97.31,2.35,34.54,59.89,99.8,20.12,12.51,44.6,99.94,17.3,69.2,100,99.86,10.1,89.24,0.27,98.71,78.9,100,23.5,33.1,30.99,47.11,7.1,80.7,75.4,79.44,93.11,88.8,55.34,50.24,35.69,83.37,63.1,19.59,33.61,47.38,77.26,33.2,52.17,32.64,69.55,54.31,29.45,52.95
120,CMR,Cameroon,Sub-Saharan Arica,36.32,28.64,26.48,30.56,65.14,78.96,33.63,31.13,97.63,95.79,96.61,79.67,88.99,71.11,21.35,27.04,91.85,36.37,21.07,22.26,0,40.36,91.72,86.02,78.41,94.34,92.87,87.57,48.76,6.12,1.09,4.47,0.45,82.95,82.75,96.04,82.63,9.96,17.93,26.45,30.13,49.42,80.7,99.92,30.3,47.8,35.8,100,0.04,35.32,12.65,99.23,14.7,39.1,40.4,0,2.38,50.62,27.4,85.3,63.1,30.5,61.3,86.44,35.06,20.92,85.38,93.6,45.44,3.04,39.37,40.93,62.76,16,27.97,35.16,51.48,51.84,22.41,42.87
124,CAN,Canada,North America,99.15,93.93,97.44,96.86,99.13,96.01,99.99,100,72.19,84.59,32.96,89.46,46.57,60.34,90.86,92.38,96.17,70.93,100,1.51,89.76,84.1,11.98,0.04,48.07,68.02,79.08,93.57,85.59,62.25,76.13,87.11,85.82,94.51,4.95,20.77,0.67,13.28,100,100,56.9,51.04,2.7,96.14,26.7,60.2,61.7,96.68,0.14,98.55,89.06,92.67,100,100,100,67.4,92.76,81.5,28.8,81.2,82.4,96.84,93.46,62.78,69.85,68.84,20.03,73.55,59.72,77.83,14.91,62.13,68.28,62.58,78.98,38.48,72.25,55.57,36.34,56.48
132,CPV,Cabo Verde,Sub-Saharan Arica,93.34,77.61,87.29,51.52,91.19,85.15,100,74.82,57.77,88.71,78.19,82.01,90.18,56.01,30.86,88.6,83.07,46.38,65.95,15.38,42.86,88.07,57.74,57.96,52.7,0.78,87.5,91.24,70.05,63.8,22.72,23.56,0.94,22.06,68.77,19.05,6.49,86.88,64.97,80.7,52.99,91.84,77.3,92.11,46.8,87.4,100,100,0.97,88.68,0.59,93.66,30.3,44.7,25.6,20.9,20.7,48.31,2.1,72.53,45.2,77.44,81.79,79.02,50.63,53.07,56.13,44.14,53.76,27.76,22.58,73.56,85.26,30.08,33.7,23.97,67.9,38.04,35.69,49.28
140,CAF,Central African Republic,Sub-Saharan Arica,0,0,0,13.78,0,62.87,5.81,4.48,98.53,86.4,96.96,78.91,64.85,58.33,0.25,19.78,80.1,4.36,0,69.18,11.33,0,100,100,92.51,90.45,86.88,72.28,56.01,9.69,1.53,23.34,2.08,99.02,16.16,96.8,78.03,1.93,37.68,0,22.08,49.25,44.7,96.86,48.6,95.9,42.7,100,0,0,35.01,100,2.8,55.7,47.9,0,0,53.18,34.1,98.5,65.5,3.45,34.34,77.09,25.03,20.13,97.5,88.67,42.76,9.16,32.44,30.74,76.81,11.67,29.49,39.62,39.23,48.86,21.97,36.94
144,LKA,Sri Lanka,South Asia,96,91.07,95.21,87.8,87.67,98.76,100,99.51,84.52,87.22,79.09,35.99,9.42,52.03,50.7,88.89,94.44,51.49,60.1,3.95,32.11,94.04,48.27,43.92,36.94,90.44,87.57,93.77,66.09,33.15,46.72,16.4,9.47,78.05,95.7,93.23,67.97,0.28,94.27,37.73,49.72,74.29,80.2,95.26,34.1,40.7,100,100,2.84,85.45,2.77,90.91,27.3,64.5,41.8,0,27.08,48.05,41.6,72.8,46.1,92.52,94.09,52.75,58.51,47.55,43.04,89,53.29,26.43,37.25,67.24,74.01,30.35,35.94,32.1,67.64,55.82,32.46,53.54
148,TCD,Chad,Sub-Saharan Arica,0,8.02,0,0,72.39,57.92,44.82,57.99,99.81,97.57,98.08,92.73,87.33,81.08,15.05,0.91,78.99,14.34,0,31.8,16.45,6.56,100,99.72,83.5,84.88,73.72,63.58,46.03,6,1.09,10.53,0,3.8,15.15,75.55,13.75,10.75,26.3,2.58,35.79,0,46.5,99.98,18.6,52.1,57,100,0.67,0,1.1,99.96,5.3,57.6,51.7,0,1.36,53.71,19.2,91.3,67,2,66.59,91.36,23.74,13.7,94.41,79.3,36.54,4.4,13.22,22.23,65.54,0.59,30.85,35.5,45.8,38.5,16.19,34.72
152,CHL,Chile,Latin America and The Caribbean,98.79,90.21,95.31,74.49,96.68,39.36,99.96,100,45.68,89.67,58.23,83.97,57.29,71.31,64.08,91.22,89.29,77.29,67.9,1.66,83.51,88.07,29.7,28.44,49.5,98.26,94.93,73.96,83.33,93.96,81,61.94,18.24,83.2,81.71,96.8,6.92,73.8,81.97,93.9,62.13,82.9,39.2,98.88,25.2,55.7,41.9,20.24,0.45,100,54.7,79.68,59.5,50.5,18.7,71.9,44.31,19.97,31.9,88.3,68.4,89.7,76.34,72.09,61.15,60.29,35.88,96.6,52.43,63.78,38.05,72.02,48.38,51.72,46.37,37.72,68.31,64.72,32.9,56.61
156,CHN,China,East Asia and Pacific,96.85,92.21,94.4,96.88,88.84,56.68,100,100,99.95,69.3,46.74,91.47,26.54,74.78,57.22,49.69,99.36,62.23,85.46,0.18,34.98,100,23.19,63.75,55.3,84.41,75.54,96.77,44.05,42.05,54.29,20,6.73,85.9,63.41,77.2,80.16,80.75,42.84,63.43,31.88,73.32,27.7,97.41,32.6,56.1,43.7,88.16,2.43,88.44,2.27,74,33,75.8,41.5,9.4,31.59,42.95,20.2,72.2,57.6,95.08,89.09,61.77,51.57,55.16,47.41,79.98,46.94,30.77,43.05,47.83,63.59,31.05,37.9,30,69.58,53.64,26.75,51.95
170,COL,Colombia,Latin America and The Caribbean,90.31,81.9,88.41,56.7,93.35,0,97.08,93.55,39.62,90.23,78.73,93.57,62.09,90.89,62.65,98.19,34.96,74.74,79.61,0.22,90.11,78.13,37.06,22.21,6.37,81.66,97.38,81.96,51.68,81.72,59.37,45.24,11.85,79.15,96.84,89.08,93.49,92.47,87.55,90.55,70.62,79.65,57.2,98.7,33.3,62,66.6,95.59,0.06,94.99,50.06,87.98,46,58.5,46.4,25.6,27.2,52.66,52.2,68.9,56.4,79.33,64.72,83.1,48.95,62.02,21.88,89.52,44.55,49.55,50.11,77.11,71.24,48.37,41.67,35.5,62.48,61.2,37.34,54.56
180,COD,Dem. Rep. Congo,Sub-Saharan Arica,43.1,24.91,16.32,16.52,37.52,59.57,11.05,33.98,99.61,94.64,95.05,89.95,78.66,80.07,8.25,43.88,78.62,6.91,11.32,40.31,12.51,16.5,96.2,94.38,90.14,87.3,47.59,66.7,39.81,0,17.21,34.59,9.81,95.25,97.84,86.4,68.49,10.66,52.43,5.62,35.14,57.87,100,99.95,25.2,49.2,51.5,0,0,0,12.59,100,9.8,45.4,50.2,0,0.03,54.15,27.7,78,74,25.21,48.34,87.67,32.69,20.16,93.57,67.45,35.5,15.4,39.85,50.21,45.17,4.2,29.35,35.94,48.66,43.33,19.07,38.19
188,CRI,Costa Rica,Latin America and The Caribbean,97.09,85.62,93.69,65.73,98.25,80.2,99.99,99.8,32.56,93.77,74.56,73.97,75.39,74.82,64.44,98.48,71.5,90.77,81.56,0.34,100,92.05,36.21,23.1,14.07,93,66.97,89.17,70.61,63.23,48.13,51.86,24.01,82.62,75.33,73.24,94.75,78.26,88.54,93.9,64.31,0,63.3,98.7,34.3,58.3,33.9,100,0.32,99.62,26.04,57.5,54,55.1,12.1,9.7,44.71,49.95,56.2,72.8,43.4,85.53,82.16,78.5,58.6,68.49,24.46,79.99,53.26,46.81,44.91,62.01,65.04,41.99,33.3,34.48,69.21,58.48,31.96,54.81
191,HRV,Croatia,Europe and Central Asia,99.39,95.07,97.54,96.74,98.64,100,99.96,100,29.91,37.45,0,49.29,44.26,42.73,83.55,90.64,99.23,77.31,69.85,1.29,52.9,72.83,6.21,37.13,47.48,61.35,99.38,89.97,38.4,19.28,46.94,53.18,19.78,8.79,12.29,3.42,13.61,25.22,85.85,94.01,32.09,41.77,38.9,97.76,39,49.3,55.6,100,0.2,99.85,10.4,85.43,58.3,100,81.7,51.7,53.52,59.95,44.5,88.9,42.6,97.19,85.7,34.74,68.35,49.22,30.27,80.36,42.79,34.8,7.04,58.52,68.33,36.82,61.52,35.2,64.06,44.04,30.86,48.09
192,CUB,Cuba,Latin America and The Caribbean,96,97.08,97.24,65.83,98.93,76.49,99.58,99.97,48.43,61.51,28.32,85.13,43.98,50.14,80.92,97.31,85.84,100,93.27,0.43,67.44,100,42.72,37.91,78.88,71.83,80.26,94.67,91.81,40.26,30.18,25.44,18.56,21.36,12.42,18.21,11.72,5.32,83.62,98.37,63.22,18.91,48.4,81.14,21.3,65.5,55.2,85.62,2.11,93.98,3.8,97.53,63.1,62.5,89.6,3.6,36.86,43.85,33.5,95.7,50.1,89.04,84.68,53.82,66.02,65.28,53.17,76.05,62.16,28.61,7.67,62.5,61.75,33.29,50.46,35.86,70.68,46.53,29.88,51.19
196,CYP,Cyprus,Europe and Central Asia,99.64,99.66,100,99.23,99.17,90.92,99.98,100,14.11,86.35,63.25,74.37,46.99,91.89,89.71,91.51,97.45,76.22,83.51,1.58,23.72,93.37,5.79,27.44,46.53,91.69,91.33,91.8,70.61,79.56,49.32,79.2,7.2,93.94,96.64,5.3,24.21,22.61,86.6,99.9,25.56,0,31.2,96.28,37.7,54.9,38.8,99.99,3.2,99.56,0.71,89.63,97.7,100,83.1,50,76.65,51.57,14.6,84.77,36.4,99.63,80.84,72.57,69.67,50.55,26.59,91.51,54.14,53.82,26.97,48.65,65.53,34.49,71.01,27.15,69.55,58.9,27.9,53.86
203,CZE,Czech Republic,Europe and Central Asia,100,98.8,99.17,93.87,99.25,90.92,99.99,100,45.77,49.2,14.35,66.04,53.64,64.34,89.15,84.83,97.66,75.89,79.61,1.68,69.23,91.39,18.06,33.57,55.42,91.5,82.88,73.2,53.57,37.89,67.16,75.47,80.11,4.55,1.99,7.46,5.4,4.64,88.11,98.48,36.88,51.04,20.4,97.29,24,75.6,26.8,100,1.43,99.78,1.37,88.52,74.5,100,100,60.8,71.51,77.36,49.4,87,48.9,97.96,87.18,49.52,67.91,60.48,35.68,87.19,42.26,65.15,2.67,58.98,64.74,34.19,70.76,37.06,69.46,50.22,29.84,51.8
204,BEN,Benin,Sub-Saharan Arica,52.3,15.75,10.74,44.18,89.43,72.77,0,45.53,98.74,94.08,93.27,86.69,85.96,75.79,30.81,26.17,93.04,1.82,9.37,33.86,4.83,46.32,95.03,86.69,76.39,91.52,92.54,64.25,44.15,0,1.09,20.49,1.18,3.95,20.38,3.06,7.81,6.21,59.74,6.54,24.47,0,85.7,97.79,20.4,20.8,100,100,0.14,35.16,1.01,97.66,9,43.5,23.3,0,1.3,50.81,46,86.4,50.2,30.74,61.3,87.16,37.5,23.59,86.04,92.03,36.13,5.69,4.6,35.29,67.8,12.1,24.97,36.52,52.52,40.43,21.41,39.56
208,DNK,Denmark,Europe and Central Asia,99.88,94.79,98.56,99.31,99.23,98.76,99.99,100,59.57,80.01,9.42,80.91,3.31,64.62,95.44,98.77,98.11,70.93,89.37,1.51,74.86,96.02,13.36,14.63,58.5,98.39,75.9,97.27,85.59,49.44,63.27,60.94,100,10.15,5.54,19.34,3.61,3,95.59,99.9,54.29,41.45,31.8,67.89,26.2,72.7,60.6,100,1.42,100,1.14,92.92,100,100,100,100,100,28.99,34.9,93.4,44.5,98.13,91.51,47.66,73.08,65.44,28.83,87.14,60.95,68.41,4.63,64.61,65.48,34.19,84.7,34.56,70.72,55.89,31.13,54.39
214,DOM,Dominican Republic,Latin America and The Caribbean,88.86,47.82,73.99,37.21,91.98,59.16,99.93,74.2,78.49,76.54,75.34,75.51,88.12,86.91,0,88.89,74.64,77.34,75.71,1.89,68.51,66.2,56.92,44.37,45.94,98.1,79.88,95.05,22.58,53.31,36.67,21.1,29.41,16.67,85.86,72.51,24.39,20.77,91.02,91.67,64.31,0,59.1,96.13,23.7,63.4,43,90.39,4.47,93.68,2.51,87.05,37.8,85.7,72.9,5.8,27.87,44.1,39.6,64.6,44.1,61.97,80.75,80.48,40.88,53.08,49.08,88.99,39.21,35.12,24.47,61.22,63.32,33.55,45.3,29.66,62.5,50.51,29.94,49.14
218,ECU,Ecuador,Latin America and The Caribbean,93.22,83.05,88.2,46.81,91.19,75.25,99.03,99.94,82.02,94.74,80.9,70.85,85.31,76.48,49.58,91.8,85.67,60.97,81.56,0.97,48.14,42.35,46.35,33.79,48.07,78.33,85.34,66.09,74.57,87.29,85.76,42.18,18.83,88.49,87.2,99.74,91.05,94.02,89.58,94.01,66.92,13.82,55.9,96.65,38.6,36.2,34.4,100,0.25,90.68,30.07,74.42,50,25.2,31.6,0,24.55,53.2,47.4,74.3,48.9,77.82,89.49,81.66,56.76,43.25,42.74,81.84,46.89,58.51,51.17,64.04,61.17,40.33,29.4,34.12,67.27,61.16,31.39,54.67
231,ETH,Ethiopia,Sub-Saharan Arica,51.82,24.34,50.94,57.34,72.78,60.81,90.63,28.21,98.05,98.14,95.1,89.77,90.73,85.17,27,6.72,77.01,12.15,7.41,18.58,14.2,44.33,95.99,76.78,93.1,74.41,82.43,76.22,55.92,6.12,22.72,6.47,1.74,85.48,94.71,95.47,79.52,22.56,59.77,2.27,41.89,47.47,83.5,100,40.5,53,60.3,100,0.99,3.08,1.26,97.69,10.5,26.1,21.2,0,0.22,54.48,26.1,95.5,56.7,46.11,70.1,91.78,27.68,21.13,88.62,78.42,44.05,9.26,41.97,46.98,70.76,1.78,22.24,35.66,56.73,48.42,22.44,43.95
233,EST,Estonia,Europe and Central Asia,99.27,100,99.98,97.69,97.66,95.05,99.99,100,11.98,30.98,6.49,88.97,81.14,48.44,93.32,83.38,95.23,76.38,77.66,1.68,53.87,84.1,2.8,7.17,23.43,86.07,98.24,97.17,0,60.53,52.89,79.2,100,17.67,3.54,9.53,1.06,9.49,99.67,89.64,59.95,41.29,5.7,95.98,17.1,63.1,77.7,100,1.62,99.24,10.98,94.27,60.2,100,93.3,69.6,59.13,61.89,31.3,78.2,60.5,99.24,80.94,51.21,67.98,54.33,11.13,92.15,32.39,73.15,4.59,59.25,70.78,37.28,68.07,34,64.52,51.25,31.52,50.64
242,FJI,Fiji,East Asia and Pacific,96.25,72.45,76.32,67.61,87.28,98.76,99.23,0,64.27,72.26,80.53,0,58.23,71.34,67.99,94.41,87.46,73.4,56.2,26.76,26.38,66.2,67.38,81.01,27.22,99.31,82.74,30.12,69.77,100,17.31,43,19.6,77.86,99.7,81.11,92.92,98.72,94.59,71.35,79.11,43.89,61.2,93.11,38.1,53.27,46.2,100,0.03,89.27,37.13,97.55,22.6,100,6.5,3.9,26.09,52.41,6.1,88.6,72.1,78.16,69.91,56.47,62.47,43.88,58.54,91.03,33.3,44.98,50.03,70.03,66.14,42.14,36.66,33.36,62.45,58.09,33.83,52.56
246,FIN,Finland,Europe and Central Asia,100,99.37,99.98,98.4,99.28,80.89,99.99,100,82.47,63.71,28.02,97.63,70.18,46.9,94.91,88.6,96.5,72.37,83.51,1.58,57.91,84.1,0,0,32.55,80.12,96.07,97.97,35.29,58.99,68.57,79.35,100,0.47,19.29,22.92,7.56,28.16,100,99.8,66.05,19.67,18.7,98.83,18.4,49,35,96.35,0.7,100,22.15,94.01,100,100,86.2,100,90.89,52.46,26.4,61.6,75.8,99.44,92.52,61.29,70,56.78,10.85,88.09,44.42,76.72,8.71,60.84,59.52,40.95,81.59,32.76,69.09,54.62,30.55,53.19
250,FRA,France,Europe and Central Asia,99.39,95.65,97.85,98.94,98.5,85.97,99.98,100,34.53,79.09,10.89,87.75,45.46,52.81,91.44,91.51,97.61,72.6,83.51,1.59,65.39,94.04,1.3,1.49,66.2,90.76,71.42,90.67,59.31,42.77,68.02,78.81,53.69,0.33,89.67,99.03,28.19,23.23,93.38,99.9,44.5,63.88,36.7,96.34,33.6,70.6,45,100,1.53,100,3.37,88.63,100,100,100,88,96.25,58.81,50.2,88.6,43.8,97.96,83.8,55.2,70.14,61.13,23,81.09,49.99,60.83,26.72,67.67,69.11,34.96,81.84,36.52,68.47,55.71,32.54,53.86
266,GAB,Gabon,Sub-Saharan Arica,69.85,45.53,59.27,37.85,0,88.86,42.15,54.43,90.26,93.6,94.32,71.87,91.23,73.47,39.03,64.21,88.81,83.5,26.93,12.08,37.9,28.43,82.43,68.98,37.17,59.6,80.6,94.58,84.46,6.12,1.09,14.8,15.48,98.76,79.07,54.13,10.6,10.19,53.08,91.77,59.95,0,49.3,99.28,44.7,42.8,45.2,100,0,72.31,90.7,97.1,42.2,91,89.4,0,38.34,44.28,30.7,96.6,71.5,53.13,55.14,84.9,48.01,26.33,62.86,70.1,59.68,9.37,28.08,50.82,66.4,54.34,51.15,39.76,54.46,46.02,32.15,45.24
268,GEO,Georgia,Europe and Central Asia,97.34,89.35,92.67,71.13,85.71,88.86,100,100,0,0,54.5,58.84,67.38,70.49,71.07,84.54,94.95,49.37,60.1,7.8,42.51,78.13,24.04,66.98,53.88,95.01,77.64,96.87,70.5,67.1,9.64,0,9.18,2.21,15.32,1.82,12.21,16.91,80.54,65.46,31,24.22,59.5,97.14,81.5,51.6,41.6,100,0.36,94.81,17.77,89.87,29.3,0,1.8,46.6,31.77,49.54,28.8,95.4,47.4,87.62,74.91,50.24,62.64,47.13,48.3,86.33,55.79,21.48,5.39,52.14,74.37,37.64,28.48,34.32,63.65,46.41,30.75,48.61
276,DEU,Germany,Europe and Central Asia,99.52,96.79,98.56,96.9,99.07,69.06,99.99,100,66.29,63.77,12.9,81.02,33.46,58.41,95.22,94.12,98.26,71.92,93.27,1.56,92.01,83.87,8.88,17.42,49.97,98.07,73.01,99.18,86.15,56.24,70.73,82.66,93.28,25.63,1.51,2.89,2.27,6.98,93.12,100,46.68,55.27,23.2,90.09,38.2,65.4,40.2,98.89,2.64,100,1.43,89.04,100,91.9,100,97,88.78,85.46,56.4,86.1,45.6,97.94,86.88,49.91,71.9,67.68,25.42,85.54,61.78,75.72,4.36,63.65,66.56,34.69,80.96,37.62,69.93,56.78,31.22,54.37
288,GHA,Ghana,Sub-Saharan Arica,63.08,37.23,55.51,56.25,72,79.37,55.91,41.02,97.43,94.41,93,83.2,87.03,80.65,33.97,52.01,60.22,0,23.02,34.78,22.54,90.06,86.27,84.35,57.2,80.45,88.19,91.34,80.5,0,14.5,22.2,0.75,95.47,12.28,81.94,96.14,25.38,65.05,28.79,31,63.07,89.9,98.75,13.7,43.8,17,99.84,0.55,71.33,1.14,98.14,17.8,45.1,17.8,0,5.76,49.92,38.8,84.5,48.4,53.02,69.14,87.66,36.55,42.6,75.94,84.32,57.28,9.36,34.58,55.56,54.62,24.34,26.37,34.34,60.61,51.65,25.54,47.4
300,GRC,Greece,Europe and Central Asia,100,96.79,98.56,97.59,99.36,88.86,99.99,100,58.05,55.3,5.38,86.82,0,86.29,82.55,96.15,98.28,76.16,77.66,1.65,33.34,100,0,27.89,34.92,96,75.19,87.37,87.28,56.87,31.59,47.66,1.34,78.34,8.53,99.79,6.75,7.58,87.93,99.49,37.1,71.2,27.4,93.2,42.8,62.9,44.1,98.3,2.24,100,6.12,91.25,84,85.8,72.1,81.7,77.34,24.99,32.1,89.7,37.2,98.23,89.25,46.76,69.25,53.16,20.94,85.59,58.22,34.36,22.33,64.62,68.26,36.12,70.31,31.8,66.47,53.43,31.98,52.21
