code,iso,country,region,B.1.1.1,B.1.1.2,B.1.1.3,B.1.1.4,B.1.2.1,B.1.2.2,B.1.2.3,B.1.2.4,B.1.2.5,B.1.3.1,B.1.3.2,B.1.3.3,B.1.3.4,B.1.3.5,B.1.4.1,B.1.4.2,B.1.4.3,B.1.4.4,B.1.5.1,B.1.5.2,B.1.5.3,B.1.5.4,B.1.6.1,B.1.6.2,B.1.6.3,B.2.1.1,B.2.1.2,B.2.2.1,B.2.2.2,B.2.3.1,B.2.3.2,B.2.3.3,B.2.3.4,B.2.4.4,B.2.4.5,B.2.4.6,B.2.4.8,B.2.4.9,B.3.1.1,B.3.1.2,B.3.1.3,B.3.1.4,B.3.1.5,B.3.2.1,B.3.2.2,B.3.2.3,B.3.2.4,B.3.2.5,B.3.3.1,B.3.3.2,B.3.3.3,B.3.4.1,B.3.4.2,B.3.4.3,B.3.4.4,B.3.4.5,B.3.4.6,B.3.4.7,B.3.5.3,B.3.5.4,B.3.5.5,B.1.1,B.1.2,B.1.3,B.1.4,B.1.5,B.1.6,B.2.1,B.2.2,B.2.3,B.2.4,B.3.1,B.3.2,B.3.3,B.3.4,B.3.5,B.1,B.2,B.3,B
31,AZE,Azerbaijan,Europe and Central Asia,97.22,72.16,81.71,61.78,88.45,95.05,100,93.13,68.17,40.82,81.46,78.07,80.63,90.15,86.97,74.95,95.01,55.38,58.15,2,4.06,60.24,40.69,69.32,54,73.91,86.99,97.07,71.05,29.44,25.31,7.64,13.99,5.98,5.93,10.6,34.05,3.79,83.34,92.89,32.75,0,40.3,94.56,80.2,65.2,100,99.7,18.27,91.43,0.9,96.06,40.7,100,100,3.8,35.03,47.51,11.7,96,44.4,78.22,88.96,74.22,64.23,31.11,54.67,80.45,56.04,19.1,6.71,49.86,87.93,36.86,53.66,30.42,66.5,44.53,32.51,49.71
32,ARG,Argentina,Latin America and The Caribbean,95.64,85.91,92.97,58.1,94.52,31.93,100,99.64,28.09,80.12,58.21,85.08,13.92,73.62,66.46,89.18,86.91,63.88,79.61,0.17,67.44,50.3,36.96,35.68,68.34,92.9,95.98,97.47,98.02,100,67.59,48.94,76.85,91.11,95.83,73.29,54.46,88.5,91.53,97.36,60.82,56.57,29.8,98.02,27.6,47.3,44.5,96.94,1.49,96.26,7.53,96.89,60.9,67.3,51.3,5.9,46.11,48.94,16.2,69.4,58.9,83.16,70.84,62.19,60.64,49.38,46.99,94.44,65.17,73.34,44.8,67.22,62.87,35.09,46.91,28.9,63.78,70.6,31.38,56.11
324,GIN,Guinea,Sub-Saharan Arica,30.63,16.32,2.11,9.11,65.73,35.64,18.94,37.83,98.56,94.76,96.64,86.47,83.72,78.99,22.8,34.59,93.83,6.27,3.51,40.9,10.71,0,93,99.83,87.53,99.8,92.57,98.37,20.6,67.44,0,5.22,0.99,94.98,7.24,98.71,91.99,2.6,75.75,1.05,39.28,18.37,72.7,97.91,9.4,9.4,50.4,100,0.02,32.59,21.35,99.88,6.1,18.3,41.6,0,1.25,52.28,18.3,83.1,50.5,14.54,51.34,88.12,37.81,13.78,93.45,96.19,39.66,18.41,32.83,41.43,53.42,17.99,23.88,30.38,46.68,52.2,21.24,40.7
340,HND,Honduras,Latin America and The Caribbean,92.49,77.03,85.36,52.12,94.13,88.86,99.99,76.69,76.71,88.11,88.67,85.27,65.45,97.99,60.66,88.31,0,21.38,58.15,6.5,44.5,62.23,68.77,55.95,44.64,76.26,82.79,85.35,53.38,70.97,31.37,34.27,15.32,95.12,90.85,71.45,81.31,0.37,82.47,50.32,59.08,43.57,74.8,95.5,16.9,58.5,61.4,99.98,0.2,91.06,10.94,87.87,19.4,65.4,56.4,3.1,9.69,49.69,52.4,24.2,49.3,76.75,87.28,85.1,37.24,42.84,56.45,79.53,46.24,37.98,37.68,62.05,66.45,34.07,34.55,25.18,66.24,53.18,30.75,51.68
348,HUN,Hungary,Europe and Central Asia,98.91,97.65,98.66,84.88,98.97,72.36,99.95,100,45.65,23.08,0,76.06,24.18,41.65,84.14,87.15,88.55,77.27,75.71,2.1,40.46,78.13,21.26,41.81,43.45,87.75,98.9,86.98,61.85,74.23,70.4,59.3,85.31,1.41,0.12,35.59,7.19,6.56,88.29,80.49,43.19,31.38,35.8,86.86,24.7,76.1,43.4,100,8.69,100,0.66,90.09,43.7,93.8,100,53.8,61.66,73.98,30.8,88.5,37.1,95.03,83.39,32.99,64.96,49.1,35.51,93.33,49.61,72.31,5.65,55.83,66.21,36.45,63.29,31.28,63.09,56,29.86,50.99
352,ISL,Iceland,Europe and Central Asia,99.88,100,100,98.37,99.34,100,99.98,100,77.35,82.08,43.44,97.31,57.56,60.11,100,74.08,98.41,70.42,95.22,1.49,74.76,84.1,3.97,0.82,52.7,98.87,86.71,97.67,92.09,59.39,58.94,42.35,69.23,36.24,0.42,5.27,5.63,19.74,99.98,99.9,61.48,28.45,8.4,95.01,23.8,100,100,100,0.01,100,100,91.05,100,11.6,77.3,15.6,98.37,1.11,47.8,100,81.3,99.56,95.33,68.1,68.12,63.89,19.16,92.79,63.25,57.48,7.48,59.64,83.76,66.67,56.27,45.82,72.81,57.1,39.29,58.04
356,IND,India,South Asia,82.81,41.24,67.59,94.53,62.4,83.22,98.81,45.96,84.74,84.57,86.95,81.89,11.24,56.94,62.26,94.12,92.73,7.37,38.63,1.03,7.03,72.17,92.68,88.25,66.68,75.56,83.28,86.97,51.96,43.22,6.5,4.47,14.68,83.37,96.86,98.86,85.49,96.59,0,38.44,0,98.83,66.5,96.68,31.8,47.8,55,65.94,5.19,81.37,1.19,88.48,18.6,42.4,31.8,2.2,8.76,50.2,8.7,85.9,46.3,71.54,75.03,64.32,62.28,29.71,82.53,79.42,46.31,17.22,51.24,40.75,59.44,29.25,27.46,28.18,63.95,53.1,24.23,48.78
36,AUS,Australia,East Asia and Pacific,99.64,96.79,98.76,94.55,98.85,88.86,99.99,99.94,96,87.32,43.38,87.89,50.52,57.67,91.97,97.6,98.41,66.59,100,1.29,81.51,92.05,7.71,2.6,48.07,97.83,81.86,93.57,98.02,72.03,52.56,67.63,69.9,83.61,87.38,91.35,88.59,94.09,97.42,99.7,74.32,87.78,0,98.67,24.5,44,72.9,0,0.37,99.94,22.8,94.39,98.8,92.4,88.2,92.7,99.66,56.46,40.4,87.3,73.4,97.43,96.73,65.36,72,68.71,19.46,89.85,63.86,65.53,49.45,71.84,48.01,41.04,80.88,40.22,73.62,68.67,30.83,59.3
360,IDN,Indonesia,East Asia and Pacific,78.93,67.87,78.15,69.38,39.08,85.15,99.34,63.18,90.46,75.13,81.48,58.66,61.96,96.6,74.09,92.96,88.51,45.81,42.54,1.78,33.24,56.26,82.64,64.97,80.42,88.52,94.21,93.37,66.37,9.57,0,100,0.4,94.67,81.47,92,95.3,98.01,87.58,65.66,56.47,90.87,58.5,93.83,19,43.8,81.8,89.45,1.27,84.39,8.67,84.4,23.3,68.3,12.6,0,26.06,48.37,20.2,46.8,66.2,73.58,75.44,74.77,63.89,33.46,76.01,91.37,53.25,27.49,51.27,71.82,65.58,31.44,30.67,26.64,66.13,60.41,32.13,54.22
364,IRN,Iran,Middle East and North Africa,98.43,78.75,88.3,73.41,97.66,71.53,100,99.99,56.8,84.36,84.7,85.94,86.96,85.75,45.72,73.21,86.53,31.45,71.8,0,100,100,33.75,52.28,22.72,96.3,82.14,90.47,70.9,28.17,23.01,100,3.52,58.75,81.82,79.73,89.04,6.18,59.77,99.8,13.16,88.75,21.8,98.12,93.2,52.1,45.4,92.73,8.39,95.06,1.77,96.94,82.8,99.6,62,3.7,42.18,48.48,8.5,95.8,62.8,84.72,85.2,85.54,51.37,67.95,36.25,89.22,53.79,38.67,35.06,56.66,76.31,35.07,55.32,33.42,71.21,57.56,31.55,55.22
368,IRQ,Iraq,Middle East and North Africa,90.8,59.56,76.12,51.43,92.17,76.07,100,94.22,68.62,88.34,97.42,82.66,100,92.01,29.44,94.7,90.63,23.68,50.34,5.36,21.36,50.3,32.05,46.48,38,88.84,92.64,99.18,60.57,27.09,24.13,44.17,0.27,2.41,0.2,12.23,15.57,1.14,31.73,99.8,8.8,32.84,37,92.9,96.3,49.4,54.9,100,12.7,95.85,1.03,96.75,75.7,7.2,21.1,19.5,31.03,51.37,2.7,98.1,69.5,69.48,86.22,92.08,53.69,31.84,38.84,90.74,53.25,23.92,3.51,42.03,78.7,36.52,35.9,34.06,63.65,47.12,29.21,48.36
372,IRL,Ireland,Europe and Central Asia,99.76,97.37,99.07,97.62,99.07,95.05,99.99,100,45.73,87.04,44.44,96.85,39.31,68.8,97.04,93.25,98.46,69.31,79.61,1.43,93.03,90.06,3.44,4.83,35.04,97.91,92.08,99.08,66.66,21.76,63.48,87.64,61.27,1.87,12.34,3.31,15.87,9.21,97.84,99.8,77.36,13.17,13.3,95.4,22.5,71.2,72.6,99.15,0.17,95.15,11.6,0,100,100,100,89.7,85.5,45.39,43.7,96.9,45,98.45,87.97,67.29,72.19,66.03,14.44,94.99,55.24,58.54,4.73,60.29,72.17,35.64,67.89,37.12,71.32,55.3,31.68,54.62
376,ISR,Israel,Middle East and North Africa,100,97.94,98.66,96.08,99.64,91.2,99.98,100,5.76,93.76,59.98,77.85,67.25,85.4,94.86,100,98.95,72.64,91.32,1.59,51.41,98.01,15.61,22.43,28.05,67.44,76.18,93.37,73.06,29.63,53,68.7,44.77,87.06,1.55,79.12,15.81,5.06,81.54,99.9,24.26,8.94,26.7,99.09,37,45.3,100,100,18.53,100,0.05,84.12,100,95.7,100,81.7,65.98,0,12.2,76.8,51,98.17,79.32,76.85,73.45,60.58,22.03,71.81,55.48,49.02,20.96,48.27,76.28,39.53,75.36,28,71.3,50.55,30.63,52.87
380,ITA,Italy,Europe and Central Asia,100,97.94,99.27,98.77,98.81,70.3,99.97,100,50.95,59.11,8.86,69.41,20.14,80.15,90.91,94.41,99.25,73.22,91.32,1.62,57.45,90.06,0,12.29,40.49,92.47,86.1,95.37,98.3,68.59,100,73.15,19.04,84.99,11.98,74.42,16.4,6.41,87.27,99.7,20.56,72.66,36.6,91.39,35.8,71.7,41.9,100,2.16,99.84,3.4,91.42,90.4,87.8,75,58.8,79.98,78.29,41.1,89.1,39.4,98.99,84.01,47.53,71.14,60.11,17.59,89.28,64.56,65.19,21.58,63.36,68.16,35.13,69.06,33.92,66.76,61.33,31.52,54.56
384,CIV,Cote d'Ivoire,Sub-Saharan Arica,25.67,8.88,21.91,20.99,73.37,76.21,17.93,49.04,91.17,96.37,96.69,87.12,88.89,71.58,38.31,27.62,50.99,12.19,23.02,27.68,15.63,56.26,91.5,88.14,68.69,98.7,86.26,87.89,71.18,13.84,3.37,6.61,0.72,80.37,8.52,81.91,4.75,8.12,75.97,33.53,37.97,6.17,91.7,99.64,11.8,46.3,55.2,98.42,0.17,45.7,3.55,98.04,10.6,40.4,23.3,0.6,2.88,49.93,45.1,32.3,49.6,19.36,61.54,88.13,29.23,30.65,82.78,92.48,53.02,6.13,20.41,49.07,62.27,16.47,25.12,25.4,50.07,48.94,24.09,41.94
392,JPN,Japan,East Asia and Pacific,99.76,100,99.88,99.79,97.66,88.86,99.97,100,91.65,71.15,0,95.82,0,46.71,95.72,95.86,100,72.82,93.27,1.6,100,94.04,17.95,0.49,49.14,49.97,51.97,93.07,96.89,100,53.21,100,98.86,87.47,85.16,89.67,99.88,89.68,93.52,99.8,38.84,100,23,92.37,42.9,19.6,41,97.87,2.18,98.28,3.83,83.25,100,56.4,99,75.3,93.44,66.4,28.3,68.6,56.9,99.86,95.63,42.73,72.9,72.23,22.53,50.97,63.32,88.02,50.21,71.03,58.75,34.76,72.49,30.76,71.44,60.25,31.39,56.07
398,KAZ,Kazakhstan,Europe and Central Asia,99.15,89.92,91.76,81.76,86.88,55.45,100,100,66.74,65.96,68.83,92.73,52.67,38.09,70.32,45.63,72.88,61.68,79.61,1.89,36.26,78.13,25.32,50.05,57.55,92.12,99.33,93.67,72.21,61.73,49.32,30.28,21.5,97.18,0.78,4.58,20.34,28.28,90.89,88.52,42.98,0,2.1,97.14,69.5,49.9,67.7,2.06,4.04,91.45,4.03,99.54,40.7,100,50.4,28.6,40.69,42.9,4.4,97.2,64.8,90.65,81.81,63.66,47.21,48.97,44.31,95.72,55.3,40.71,16.8,44.9,57.26,33.18,51.42,33.28,65.47,55.59,25.43,50.5
4,AFG,Afghanistan,South Asia,23.12,0.57,41.2,58.82,63.18,81.44,96.05,55.27,97.53,84.64,96.43,86.41,83.27,90,61.42,72.34,83.45,7.48,3.51,37.22,0,42.35,70.79,100,93.69,88.32,89.53,64.25,46.03,6.12,24.56,31.89,1.03,7.37,89.41,92.48,97.72,1.3,37.58,37.12,20.56,68.01,100,96.34,95,60.9,100,100,4.98,48.49,1.44,99.58,7.3,0,0,0,0.47,55.57,5,90.7,57.7,30.93,78.69,88.15,54.3,20.77,88.16,88.93,36.76,15.9,32.03,52.65,90.45,18.3,15.34,30.68,58.16,48.53,30.11,46.86
40,AUT,Austria,Europe and Central Asia,99.76,97.37,98.86,97.52,98.99,84.32,99.98,100,44.02,59.95,24.24,75.93,47.07,49.56,92.17,97.02,98.21,73.74,85.46,1.66,69.02,72.17,0,12.4,45.23,94.57,94.77,98.84,66,42.55,75.59,87.68,74.31,1.65,15.79,24.62,5.29,5.7,92.56,99.7,34.7,59.66,23,62.97,32.5,69.9,57.3,99.78,0.73,100,7.1,91.13,96.4,100,100,94,86.11,74.7,63.7,84.7,54.7,98.38,85.46,51.35,71.85,57.08,19.21,94.67,54.95,70.03,5.89,61.92,64.49,35.94,81.09,40.62,67.3,57.42,30.73,53.36
400,JOR,Jordan,Middle East and North Africa,94.79,77.03,86.58,84.01,99.13,100,100,100,48.38,96.97,89.55,85.26,100,99.61,58.23,88.31,94.37,22.2,79.61,18.47,53.15,56.26,30.66,46.15,1.98,92.45,81.08,95.92,80.8,13.67,21.49,54.57,0.6,0.39,9.7,16.17,7.3,17.94,67.16,100,19.25,0,68.7,100,79.6,46,100,100,15.37,98.05,0.03,92.52,100,37.9,100,18.6,23.17,48.9,10.9,92.1,68,85.6,89.5,94.28,60.23,51.87,26.26,86.76,58.9,22.58,5.72,51.02,85.12,37.82,53.17,34.2,70.71,47.59,32.43,52.29
404,KEN,Kenya,Sub-Saharan Arica,58.96,43.24,58.56,50.54,47.9,84.51,84.42,83.45,97.11,100,88.58,94.72,92.94,82.35,26.58,31.69,87.93,16.88,38.63,24.27,33.44,80.12,94.17,78.45,82.43,90.92,93.52,90.74,85.31,29.54,39.37,51.26,3.14,95.99,97.63,88.29,97.97,18.21,72.64,12.02,53.2,82.9,84.3,99.46,27.8,53.2,68.9,100,2.25,27.04,0.43,99.05,13.9,42.1,31.5,0.5,2.4,50.29,26.2,85.3,56.5,52.82,79.48,91.72,36.55,44.12,85.02,92.22,58.68,30.83,44.23,61.01,69.87,9.91,27.06,33.6,64.68,60.76,26.68,52.1
410,KOR,South Korea,East Asia and Pacific,99.03,99.08,99.17,100,88.65,78.41,99.96,100,62.66,93.01,48.83,90.09,68.34,86.07,81.76,97.53,98.05,73.48,99.12,1.63,61.55,96.02,19.98,23.76,70.7,77.99,48.13,98.57,35.01,7.1,51.16,83.69,85.36,12.09,12.86,43.12,18.18,1.79,77.02,99.9,12.29,52.67,15.9,93.45,32.8,11.3,42.1,96.99,5.22,99.89,1.4,75.56,100,100,100,76.8,71.81,98.48,16,78.6,54.2,99.32,85.94,77.27,69.34,64.58,38.15,63.06,44.53,56.83,9.78,51.55,55.33,35.5,74.88,29.76,75.14,43.5,26.9,51.17
417,KGZ,Kyrgyzstan,Europe and Central Asia,93.1,68.16,83.84,79.53,78.66,88.86,100,65.15,82.93,80.5,86.58,100,86.8,77.41,70.37,74.08,95.04,37.69,67.9,17.33,32.63,76.14,38.13,62.86,49.26,72.21,92.57,83.86,60.19,42.61,48.02,26.44,13.27,79.08,3.28,8.03,2.44,13.64,79.87,75.31,19.03,61.51,68.1,93.97,93.6,47.1,60.07,89.44,1.82,82.65,8.97,98.68,26.8,36.1,0,0.2,4.79,50.87,20.6,93.4,58.7,81.16,83.12,86.26,59.88,48.5,50.08,82.39,48.02,32.58,11.83,60.76,76.83,31.15,23.8,34.54,69.73,46.84,31.77,51.48
418,LAO,Laos,East Asia and Pacific,77.97,40.38,56.22,56.59,69.84,88.86,99.23,67.84,96.76,86.35,81.62,75.49,67.54,84.98,55.79,85.12,37.07,48.94,30.83,36.13,12.05,60.24,80.08,85.47,77.7,89.44,72.39,83.36,42.26,6.18,0,12.7,15.58,89.62,81.71,75.03,75.86,1.25,76.93,5.22,46.68,61.28,77.3,100,13.6,43,44.6,44.3,0.44,72.16,31.24,74.24,9.4,40.3,2.4,0,9.05,49.85,29.6,6.4,57.6,57.79,84.51,79.19,44.5,34.81,81.08,80.92,41.87,8.61,35.94,53.48,49.1,34.61,19.34,18.72,63.63,46.99,26.04,47.36
422,LBN,Lebanon,Middle East and North Africa,96.85,91.35,95.11,92.41,97.66,98.76,80.68,100,42.39,75.33,63.64,87.92,87.43,95.25,59.8,85.41,94.26,79.04,73.76,29.15,57.61,44.33,34.18,54.5,20.59,92.24,80.81,94.58,57.77,72.23,28.13,41.36,3.6,3.64,7.47,0.29,4.03,23.89,70.11,99.8,30.35,61.77,63.9,99.04,33.1,100,40.73,100,4.37,86.17,0.76,81.09,80.3,63.1,71.1,38.2,36.19,44.43,13.5,84.6,34.2,93.93,83.9,81.92,59.86,51.21,36.42,86.53,50.78,36.33,4.37,65.19,74.57,30.43,52.85,26.46,70.53,47.55,32.15,52.12
426,LSO,Lesotho,Sub-Saharan Arica,34.5,0,14.7,36.77,0,5.94,72.97,82.02,93.79,67.85,87.25,0,6.55,0,16.48,0,93.43,34.51,24.98,70.05,0,76.14,96.95,96.49,64.54,78.97,93.86,54.21,37.4,6.12,22.72,23.52,15.48,12.91,5.54,7.63,16.91,6.69,73.32,44.02,45.37,52.01,70.5,98.07,44,54,100,100,0.09,47.37,2.81,97.29,10,43.3,44.7,0.3,2.84,51.55,10.6,94.3,43.5,21.49,50.95,32.33,27.48,42.79,85.99,86.42,30.53,16.96,5.52,57.05,79.21,16.76,28.35,29.68,41.88,39.46,28.76,37.22
428,LVA,Latvia,Europe and Central Asia,98.06,97.94,98.76,91.36,95.11,87.76,99.97,100,30.86,0,0,75.39,81.21,28.25,83.27,66.24,89.42,76.89,69.85,1.68,38.82,100,8.35,38.69,36.11,95.92,98.35,96.57,90.11,60.42,55.05,37.16,71.78,9.51,4.81,22.31,11.15,5.7,91.39,92.38,58.86,30.4,35.3,95.76,18.2,43.2,58.2,100,0.12,97.63,9.92,93.38,55.2,100,89.7,90.7,47.51,60.96,31.9,75.9,59.4,96.53,82.74,36.97,59.73,52.59,27.71,97.14,62.23,56.1,5.94,61.67,63.07,35.89,68.07,33.44,62.79,57.59,30.42,51.52
434,LBY,Libya,Middle East and North Africa,91.65,84.77,90.74,98.29,88.65,95.05,74.25,99.9,68.13,88.6,92.29,89.48,92.13,88.65,46.2,77.86,93.54,85.55,56.2,2.11,52.64,48.31,39.62,68.98,21.77,79.39,80.84,94.57,77.64,27.61,26.07,39.47,0.14,78.87,22.04,1.91,1.95,1.44,40.87,99.7,22.08,43.24,36.7,98.82,37.5,46.77,43.37,100,94.82,99.8,0.08,99.44,40.33,89.93,82,1.23,40.18,44.27,27.97,84.4,54.17,91.36,85.19,90.23,54.4,39.81,43.46,80.11,57.4,23.32,11.8,48.52,65.29,64.9,50.45,33.31,69.76,46.82,33.43,51.98
440,LTU,Lithuania,Europe and Central Asia,99.39,97.65,98.66,95.53,91.98,88.49,99.98,100,11.29,0,0.07,84.27,80.41,5,83.02,53.18,88.87,76.76,73.76,1.54,54.69,84.1,13.68,37.35,35.63,89.07,94.92,90.87,85.78,67.91,55.91,55.85,64.84,6.65,1.38,14.47,3.57,9.09,93.33,96.24,62.78,0,24.9,97.29,21.4,64.4,41.9,100,0.19,96.27,6.2,91.23,64.7,97.3,95.9,51.4,55.47,87.71,33.7,90.7,53.2,97.81,78.35,33.95,56.27,53.52,28.89,91.99,58.88,61.13,3.91,55.45,65,34.22,65.14,35.52,61.57,55.47,29.16,50.02
442,LUX,Luxembourg,Europe and Central Asia,99.76,99.08,99.57,99.13,98.44,98.35,99.99,100,19.95,81.72,42,94.02,51.08,62.42,94.41,94.7,99.06,70.22,93.27,1.47,44.45,100,6.53,7.73,32.43,14.9,78.47,96.51,75.04,40.23,55.91,98.25,86.24,27.71,1.99,5.74,4.15,2.72,95.18,99.9,45.37,44.06,7.3,100,30.7,100,47.4,100,0.52,99.77,1.87,84.52,100,100,100,98.5,86.58,55.94,64.6,91.8,48.5,99.39,83.34,66.25,72.04,59.8,15.56,46.68,57.18,70.16,4.7,58.36,75.62,34.05,81.37,40.98,69.49,42.39,31.59,49.99
450,MDG,Madagascar,Sub-Saharan Arica,59.81,45.82,51.05,27.23,54.56,26.98,79.23,17.21,99.03,89.69,94.08,93.26,79.16,84.82,24.04,40.11,80.72,12.85,0,14.57,0,38.37,100,98.05,100,85.35,84.7,67.74,61.29,6.12,44.45,13.2,2.57,98.24,98.32,89.47,71.16,90.94,80.11,0.14,61.91,75.75,89.4,98.34,9.2,70.2,55.5,100,0.46,11.21,15.01,99.25,7.4,41.6,39.4,0,0.17,54.3,17.4,0,46.7,45.98,55.4,88.2,36.22,13.24,99.35,85.03,43.01,16.59,49.79,61.46,66.65,8.9,26.83,12.82,54.43,53.58,26.03,45.65
454,MWI,Malawi,Sub-Saharan Arica,58.11,46.68,60.18,9.06,71.6,40.32,43.29,29.73,98.01,99.88,85.24,93.14,95.05,85.05,12.34,51.14,79.44,10.52,21.07,83.22,39.74,90.06,92.68,83.46,85.4,86.94,78.17,66.01,37.74,79.13,0,7.21,0.24,96.35,93.36,78.75,95.39,1.31,78.84,1.86,52.99,100,100,100,20.2,37.9,54.5,99.96,0.97,42.6,1,97.71,9.3,60.4,45.8,0,0,54.06,41.1,92.8,50.7,43.51,56.59,91.67,35.73,58.52,87.18,82.55,34.58,21.65,40.57,66.74,62.51,14.85,30.46,36.92,60.96,49.19,27.49,47.39
458,MYS,Malaysia,East Asia and Pacific,96.85,90.21,93.69,92.72,82.18,25.74,100,99.59,53.36,83.05,79.3,84.35,79.16,83.9,42.9,82.5,90.64,45.12,73.76,0.43,33.03,98.01,48.06,54.5,35.16,73.41,82.01,94.37,68.64,80.59,100,84.83,5.07,91.07,95.82,90.86,96.13,3.3,88.16,99.29,54.51,29.91,23.7,97.05,12.7,14.8,62.23,99.92,0.13,94.56,21.26,0,70.7,43.3,39,12.4,49.8,44.93,14.6,0,57.1,93.37,72.18,81.95,54.01,51.31,45.91,77.71,54.34,67.62,41.91,59.11,57.34,38.65,30.74,14.34,68.59,60.85,29.39,54.51
466,MLI,Mali,Sub-Saharan Arica,32.32,11.45,6.98,0,90.02,38.12,8.89,57.99,99.52,99.52,93.16,93.06,86.54,90.11,42.25,18.62,88.09,18.59,5.46,39.66,17.47,42.35,97.8,84.91,77.93,88.02,92.58,50.86,46.64,6.12,11.91,13.87,0,86.94,7.2,92.57,10.44,7.84,60.33,0.04,41.89,37.38,73,100,19.3,58.1,63.7,99.9,0.99,64.37,3.66,98.45,6.8,52,47.7,0,1.27,52.77,11.4,97,67.9,12.69,58.91,92.48,37.24,26.23,86.88,90.3,32.5,7.98,22.78,42.53,68.2,23.01,29.46,35.26,49.71,44.12,24.98,40.62
470,MLT,Malta,Middle East and North Africa,99.64,89.92,95.31,93.71,97.46,78,99.98,100,55.06,68.37,29.14,62.61,47.96,82.54,94.3,98.19,96.59,74.97,91.32,1.7,69.28,98.01,3.44,25.77,47.36,78.12,85.95,94.64,52.81,58.96,58.73,64.14,26.36,8.64,24.13,30.19,4.76,3.11,90.79,99.9,19.9,49.42,35.6,93.92,100,100,58.44,100,9.87,100,0.08,88.95,97.1,100,61.6,0,65.68,77.93,14.1,86.68,30.4,94.64,86.1,58.13,72.27,65.08,25.52,82.04,49.15,52.05,7.87,59.12,90.47,36.65,59.05,26.24,70,49.36,34.83,53.26
478,MRT,Mauritania,Sub-Saharan Arica,7.63,11.74,28.41,53.94,82.77,76.07,88.14,80.63,95.09,99.25,96.14,90.76,96.27,93.9,34.17,58.4,91.45,20.05,11.32,14.68,20.75,44.33,88.94,75.22,44.52,90.04,91.95,96.17,58.46,6.05,38.92,12.63,1.25,5.89,13.31,0.6,24.27,73.51,49.32,47.58,49.94,53.64,58.6,97.59,100,53.6,90.9,0,39.1,46.48,0.06,87.19,19.8,55.1,43.4,0,3.93,50.33,4.6,94.5,78,25.43,84.54,95.26,46,22.77,69.56,90.99,51.55,14.71,13.06,51.82,68.42,28.55,29.92,35.42,56.11,47.67,27.96,45.14
